physician_npi,name,specialty,sub_specialty,data_source
SATJJ,SATJJ,,,Syn
ATIPL,ATIPL,,,Syn
GMAL,GMAL,,,Syn
PAUL.20,PAUL.20,,,Syn
KONM,KONM,,,Syn
JASIT,JASIT,,,Syn
SINGHMICHA,SINGHMICHA,,,Syn
PATEBE,PATEBE,,,Syn
WEIRI,WEIRI,,,Syn
CROMA,CROMA,,,Syn
AABID,AABID,,,Syn
"Zoheir,R El-Hajjaoui",R El-Hajjaoui Zoheir,,,Syn
GRAJE,GRAJE,,,Syn
HARTJA,HARTJA,,,Syn
OSTJE,OSTJE,,,Syn
SHAFA,SHAFA,,,Syn
KOVJO,KOVJO,,,Syn
LAZOAN,LAZOAN,,,Syn
SHIAH,SHIAH,,,Syn
PATEVI,PATEVI,,,Syn
FULLCLA,FULLCLA,,,Syn
BECKJU,BECKJU,,,Syn
RODTI,RODTI,,,Syn
ZZ.ALKNE,ZZ.ALKNE,,,Syn
KARNA,KARNA,,,Syn
LCATE,LCATE,,,Syn
MORIFR,MORIFR,,,Syn
BOUCARLR,BOUCARLR,,,Syn
WOLE,WOLE,,,Syn
BREWLO,BREWLO,,,Syn
MIRNO,MIRNO,,,Syn
WILKID,WILKID,,,Syn
GRERO,GRERO,,,Syn
SALAY,SALAY,,,Syn
SUSMSH,SUSMSH,,,Syn
GELCA,GELCA,,,Syn
BLA0648,BLA0648,,,Syn
ARYERO,ARYERO,,,Syn
LYNCH,LYNCH,,,Syn
CASTLEBURY,CASTLEBURY,,,Syn
ADV,ADV,,,Syn
NESJO,NESJO,,,Syn
KAZCI,KAZCI,,,Syn
ADDIJA,ADDIJA,,,Syn
0,0,,,Syn
FORSJA,FORSJA,,,Syn
MARC,MARC,,,Syn
ELGAYA,ELGAYA,,,Syn
VANCA,VANCA,,,Syn
ZEGRI,ZEGRI,,,Syn
HENSH,HENSH,,,Syn
GNIMF,GNIMF,,,Syn
"PEREZ,GLENN",GLENN PEREZ,,,Syn
JMANTINE,JMANTINE,,,Syn
TATUT,TATUT,,,Syn
WRIGST,WRIGST,,,Syn
ANNIY,ANNIY,,,Syn
FIGMA,FIGMA,,,Syn
BOYCH,BOYCH,,,Syn
PHY.SHOAM,PHY.SHOAM,,,Syn
POLBE,POLBE,,,Syn
NOWKL,NOWKL,,,Syn
WOZRM,WOZRM,,,Syn
MJONES,MJONES,,,Syn
YIXIA,YIXIA,,,Syn
BROBE,BROBE,,,Syn
SCHETI,SCHETI,,,Syn
BSOBOWALE,BSOBOWALE,,,Syn
SI9424,SI9424,,,Syn
TOLB,TOLB,,,Syn
MEJMA,MEJMA,,,Syn
HORC,HORC,,,Syn
LAMRO,LAMRO,,,Syn
.WARRY,.WARRY,,,Syn
FELMI,FELMI,,,Syn
DOMGEO,DOMGEO,,,Syn
BARNI@CAR,BARNI@CAR,,,Syn
ANAVE,ANAVE,,,Syn
"RAM,ASHER",ASHER RAM,,,Syn
"KING,CHAVEZ CLINIC",CHAVEZ CLINIC KING,,,Syn
MACR,MACR,,,Syn
"LAM,STEVEN",STEVEN LAM,,,Syn
BLAS,BLAS,,,Syn
VADOCTOR,VADOCTOR,,,Syn
"Vandellen,Susan DO",Susan Vandellen DO,,,Syn
RLYONS,RLYONS,,,Syn
SCHLA,SCHLA,,,Syn
COHEN,COHEN,,,Syn
JO1013,JO1013,,,Syn
STEFR,STEFR,,,Syn
MAGRAM,MAGRAM,,,Syn
SMICO,SMICO,,,Syn
WIEJO,WIEJO,,,Syn
ANTDA,ANTDA,,,Syn
LAMMOGLIAF,LAMMOGLIAF,,,Syn
PROHASKAA,PROHASKAA,,,Syn
FEARO,FEARO,,,Syn
SAUN,SAUN,,,Syn
KIMYE,KIMYE,,,Syn
TH91477,TH91477,,,Syn
POLJI,POLJI,,,Syn
ODONME,ODONME,,,Syn
NUTAN,NUTAN,,,Syn
CUMS,CUMS,,,Syn
TOML.01,TOML.01,,,Syn
SINJOP,SINJOP,,,Syn
"NASHED,EZZAT",EZZAT NASHED,,,Syn
QUIJA,QUIJA,,,Syn
SHINO,SHINO,,,Syn
"OLSEN,ERIK",ERIK OLSEN,,,Syn
TRAUMARKE,TRAUMARKE,,,Syn
GILPJO,GILPJO,,,Syn
CRAPMA,CRAPMA,,,Syn
LONRO,LONRO,,,Syn
JE0879,JE0879,,,Syn
DAV0066,DAV0066,,,Syn
MGIRTELS,MGIRTELS,,,Syn
HUGENTOBLE,HUGENTOBLE,,,Syn
LYN1186,LYN1186,,,Syn
FISCO,FISCO,,,Syn
HARJAME,HARJAME,,,Syn
KI0232,KI0232,,,Syn
FOSDA,FOSDA,,,Syn
TOLAB,TOLAB,,,Syn
ELIASA,ELIASA,,,Syn
SCOWLEYJ,SCOWLEYJ,,,Syn
FREEJO,FREEJO,,,Syn
LIVERETTKA,LIVERETTKA,,,Syn
HMEP01,HMEP01,,,Syn
"BAEZ,CARLOS",CARLOS BAEZ,,,Syn
TSOTI,TSOTI,,,Syn
JOS1508,JOS1508,,,Syn
CARDA,CARDA,,,Syn
ZAVAHECTG,ZAVAHECTG,,,Syn
ADKJEN,ADKJEN,,,Syn
DARVA,DARVA,,,Syn
AZINOK,AZINOK,,,Syn
MBAEMM,MBAEMM,,,Syn
ARAFA,ARAFA,,,Syn
PHAMA,PHAMA,,,Syn
ECARRATT,ECARRATT,,,Syn
DUNFIELDJ,DUNFIELDJ,,,Syn
QUEST,QUEST,,,Syn
DEESA,DEESA,,,Syn
SUCMO,SUCMO,,,Syn
MCDOMI,MCDOMI,,,Syn
NEVKA@NCOH,NEVKA@NCOH,,,Syn
JAIAK,JAIAK,,,Syn
MASRO,MASRO,,,Syn
BETT,BETT,,,Syn
ALIAM,ALIAM,,,Syn
RICHAN,RICHAN,,,Syn
AHMEFA,AHMEFA,,,Syn
ZAVJU,ZAVJU,,,Syn
HALTTI,HALTTI,,,Syn
ESPIER,ESPIER,,,Syn
DXSP07,DXSP07,,,Syn
SUSCL,SUSCL,,,Syn
JUL0078,JUL0078,,,Syn
MOWRYJ,MOWRYJ,,,Syn
DEDOJO,DEDOJO,,,Syn
JP92411,JP92411,,,Syn
KRICARD3,KRICARD3,,,Syn
WINJUL,WINJUL,,,Syn
PARM.20,PARM.20,,,Syn
SKLOJA,SKLOJA,,,Syn
OTTB.20,OTTB.20,,,Syn
ZIEJA,ZIEJA,,,Syn
LAMBRE,LAMBRE,,,Syn
XUNCHA,XUNCHA,,,Syn
SODHSU,SODHSU,,,Syn
GALLBR,GALLBR,,,Syn
"CHUNG,SAMUEL K",SAMUEL K CHUNG,,,Syn
YOUSA,YOUSA,,,Syn
"LIM,RENE",RENE LIM,,,Syn
.CONVW,.CONVW,,,Syn
DALST,DALST,,,Syn
KAPL.20,KAPL.20,,,Syn
"RAMOS,DR",DR RAMOS,,,Syn
PHY.DUDAN,PHY.DUDAN,,,Syn
"Plumer, Heather DO",Heather Plumer DO,,,Syn
"Baribeau, Douglas DDS",Douglas DDS Baribeau DO,,,Syn
BAR0538,BAR0538,,,Syn
NANAL,NANAL,,,Syn
HALBERSTAD,HALBERSTAD,,,Syn
CACACA,CACACA,,,Syn
THOVA,THOVA,,,Syn
DETOFRANR,DETOFRANR,,,Syn
DELMJO,DELMJO,,,Syn
AL0022,AL0022,,,Syn
DUNKE,DUNKE,,,Syn
CHRDA,CHRDA,,,Syn
SSUDDALA,SSUDDALA,,,Syn
RPANDYA,RPANDYA,,,Syn
PASHT,PASHT,,,Syn
DORA.20,DORA.20,,,Syn
CR0067,CR0067,,,Syn
GORST,GORST,,,Syn
VCHDMD,VCHDMD,,,Syn
.DELGG,.DELGG,,,Syn
BARTH,BARTH,,,Syn
CIMP02,CIMP02,,,Syn
KWYNN,KWYNN,,,Syn
GIPSDANI,GIPSDANI,,,Syn
SHIVM,SHIVM,,,Syn
JWEATHERSP,JWEATHERSP,,,Syn
SUMUTO,SUMUTO,,,Syn
JAQUBE,JAQUBE,,,Syn
VASAN,VASAN,,,Syn
HEILAL,HEILAL,,,Syn
*ALVAJOSE,*ALVAJOSE,,,Syn
GUERSOILAE,GUERSOILAE,,,Syn
SCHAOR,SCHAOR,,,Syn
TAHME,TAHME,,,Syn
MANKE,MANKE,,,Syn
PETEMA,PETEMA,,,Syn
HUGBR,HUGBR,,,Syn
STEJS,STEJS,,,Syn
PETAN,PETAN,,,Syn
BREN,BREN,,,Syn
SANAR,SANAR,,,Syn
BART.01C,BART.01C,,,Syn
BROWMI,BROWMI,,,Syn
SHETHE,SHETHE,,,Syn
HYDE,HYDE,,,Syn
MUROWA,MUROWA,,,Syn
.NUNNJ,.NUNNJ,,,Syn
ALLT,ALLT,,,Syn
"FHC,CLINIC",CLINIC FHC,,,Syn
NGUDI,NGUDI,,,Syn
SAYLM,SAYLM,,,Syn
ISMNE,ISMNE,,,Syn
SEECAD,SEECAD,,,Syn
ER0201,ER0201,,,Syn
REHOBU,REHOBU,,,Syn
EBELLO,EBELLO,,,Syn
"LIEP,CATAREYA P",CATAREYA P LIEP,,,Syn
HOLLE,HOLLE,,,Syn
"OLSON, ALAN",ALAN OLSON,,,Syn
ANURIDDIN,ANURIDDIN,,,Syn
CANOMA,CANOMA,,,Syn
COLODA,COLODA,,,Syn
SCHUSTEV,SCHUSTEV,,,Syn
LOPEDORI,LOPEDORI,,,Syn
SUAREZ,SUAREZ,,,Syn
JAM0716,JAM0716,,,Syn
JASONL,JASONL,,,Syn
CARKA,CARKA,,,Syn
AK365,AK365,,,Syn
PHY.BROJA,PHY.BROJA,,,Syn
BURKJ,BURKJ,,,Syn
IVGP01,IVGP01,,,Syn
WHACKNEY,WHACKNEY,,,Syn
BRADKA,BRADKA,,,Syn
WAREM,WAREM,,,Syn
OGOWDY,OGOWDY,,,Syn
SEIHA,SEIHA,,,Syn
DAVKI,DAVKI,,,Syn
RAZSY,RAZSY,,,Syn
BEATPA,BEATPA,,,Syn
PFELY,PFELY,,,Syn
BOEKE,BOEKE,,,Syn
BIXBR,BIXBR,,,Syn
RUTHKE,RUTHKE,,,Syn
RBJLC,RBJLC,,,Syn
"RICHARDSON,DR",DR RICHARDSON,,,Syn
VELAMA,VELAMA,,,Syn
SANNTAL,SANNTAL,,,Syn
NELBR,NELBR,,,Syn
OVMC,OVMC,,,Syn
BARLDA,BARLDA,,,Syn
MURPBE,MURPBE,,,Syn
NAZME,NAZME,,,Syn
VANBIBERJ,VANBIBERJ,,,Syn
ROMTH,ROMTH,,,Syn
ELLWAL,ELLWAL,,,Syn
VAZQDAISY,VAZQDAISY,,,Syn
"TUKAJ,JOANNA 626-914-0017",JOANNA 626-914-0017 TUKAJ,,,Syn
TAYC,TAYC,,,Syn
SU0321,SU0321,,,Syn
"HO,CHARLES",CHARLES HO,,,Syn
OLIV.20,OLIV.20,,,Syn
MARKRI,MARKRI,,,Syn
BRIDA,BRIDA,,,Syn
PATNI,PATNI,,,Syn
PENMED,PENMED,,,Syn
KIMMIR,KIMMIR,,,Syn
RP92327,RP92327,,,Syn
MCCHE,MCCHE,,,Syn
MERMI,MERMI,,,Syn
GEHADAN,GEHADAN,,,Syn
NA0220,NA0220,,,Syn
LARRISONJ,LARRISONJ,,,Syn
SHUKA,SHUKA,,,Syn
PET0061,PET0061,,,Syn
VALJO,VALJO,,,Syn
KJ6473,KJ6473,,,Syn
CARMAR,CARMAR,,,Syn
HDOAN,HDOAN,,,Syn
ALTA,ALTA,,,Syn
SAMG,SAMG,,,Syn
ALANRI,ALANRI,,,Syn
"DR,BEGOVIC",BEGOVIC DR,,,Syn
UCCMA,UCCMA,,,Syn
ROMMAT,ROMMAT,,,Syn
MOUR.20,MOUR.20,,,Syn
APPMA,APPMA,,,Syn
MCENTIREJ,MCENTIREJ,,,Syn
RXPP02,RXPP02,,,Syn
HISHE,HISHE,,,Syn
NAZAKE,NAZAKE,,,Syn
.AGBAE,.AGBAE,,,Syn
SUTMA,SUTMA,,,Syn
KANJ.01,KANJ.01,,,Syn
"Paknikar, Sreedhar MD",Sreedhar Paknikar MD,,,Syn
GUNMU,GUNMU,,,Syn
JU0215,JU0215,,,Syn
WILES,WILES,,,Syn
MINST,MINST,,,Syn
SWEJAN,SWEJAN,,,Syn
.COOPMICH,.COOPMICH,,,Syn
HMIKKILINE,HMIKKILINE,,,Syn
BERNAL,BERNAL,,,Syn
SAIRI,SAIRI,,,Syn
RUGMI,RUGMI,,,Syn
ISKEN,ISKEN,,,Syn
*OPPERAFAJ,*OPPERAFAJ,,,Syn
ERIC.21,ERIC.21,,,Syn
FERRO,FERRO,,,Syn
SMITR,SMITR,,,Syn
JUTK,JUTK,,,Syn
LAMDA,LAMDA,,,Syn
MT,MT,,,Syn
BOUPA,BOUPA,,,Syn
"Amin, Alkesh C MD",Alkesh C Amin MD,,,Syn
HOLB,HOLB,,,Syn
NIEVJOSEL,NIEVJOSEL,,,Syn
CBALDWIN,CBALDWIN,,,Syn
DEPPS,DEPPS,,,Syn
DUFO,DUFO,,,Syn
IZQRO,IZQRO,,,Syn
NEDDA,NEDDA,,,Syn
YERMU,YERMU,,,Syn
KDJVI,KDJVI,,,Syn
BRALLO,BRALLO,,,Syn
SHARA,SHARA,,,Syn
SOLONITI,SOLONITI,,,Syn
CRAMIC,CRAMIC,,,Syn
BYRM,BYRM,,,Syn
FIGUMA,FIGUMA,,,Syn
"SALAZAR,JUVILUSAN",JUVILUSAN SALAZAR,,,Syn
PELME,PELME,,,Syn
APPEJA,APPEJA,,,Syn
"Ingles, Sarah C NP-C",Sarah C Ingles NP-C,,,Syn
VVERDEFL,VVERDEFL,,,Syn
DELRE,DELRE,,,Syn
BARMO,BARMO,,,Syn
LMITCHELL2,LMITCHELL2,,,Syn
JEYJUL,JEYJUL,,,Syn
TORRRU,TORRRU,,,Syn
QAZIAN,QAZIAN,,,Syn
MOOAB,MOOAB,,,Syn
YOUNNO,YOUNNO,,,Syn
SHIHEJ,SHIHEJ,,,Syn
PAU0068,PAU0068,,,Syn
KEICK,KEICK,,,Syn
HIRSCHM,HIRSCHM,,,Syn
MKOZINN,MKOZINN,,,Syn
REIST,REIST,,,Syn
OKOSUNFR,OKOSUNFR,,,Syn
OOSO,OOSO,,,Syn
MA1238,MA1238,,,Syn
KJOHN,KJOHN,,,Syn
YADMI,YADMI,,,Syn
MOSLJE,MOSLJE,,,Syn
"Velocci, Victor MD",Victor Velocci MD,,,Syn
WALB,WALB,,,Syn
RO0681,RO0681,,,Syn
SHANE,SHANE,,,Syn
HEPNA,HEPNA,,,Syn
DAHDAN,DAHDAN,,,Syn
BAKFO,BAKFO,,,Syn
ANDEMA1,ANDEMA1,,,Syn
ROBJES,ROBJES,,,Syn
"LE,TUAN",TUAN LE,,,Syn
GORDONAMY,GORDONAMY,,,Syn
SOLEAS,SOLEAS,,,Syn
HEALTHMAIN,HEALTHMAIN,,,Syn
"INTEGRATED,HEALTH PARTNERS",HEALTH PARTNERS INTEGRATED,,,Syn
ARMSE,ARMSE,,,Syn
RIERO,RIERO,,,Syn
SALMAR,SALMAR,,,Syn
OLSJ,OLSJ,,,Syn
SAGII,SAGII,,,Syn
ROSAL,ROSAL,,,Syn
PET2730,PET2730,,,Syn
SARTENRIG,SARTENRIG,,,Syn
*MIRALUIS,*MIRALUIS,,,Syn
POORE,POORE,,,Syn
MILSU,MILSU,,,Syn
JACJD,JACJD,,,Syn
REINST,REINST,,,Syn
PANKA,PANKA,,,Syn
TAYFA,TAYFA,,,Syn
ROLAN,ROLAN,,,Syn
LORJA,LORJA,,,Syn
NOVJO,NOVJO,,,Syn
EBURGOS,EBURGOS,,,Syn
WILKAT,WILKAT,,,Syn
INFASEBA,INFASEBA,,,Syn
FLOMAR,FLOMAR,,,Syn
"EAST,VALLEY COMM",VALLEY COMM EAST,,,Syn
KIMTO,KIMTO,,,Syn
RICSA,RICSA,,,Syn
NEWTDA,NEWTDA,,,Syn
NORBCHE,NORBCHE,,,Syn
BARAMA,BARAMA,,,Syn
SMXXF,SMXXF,,,Syn
BONJO,BONJO,,,Syn
VADSA,VADSA,,,Syn
STANPA,STANPA,,,Syn
"DeCarlo,Loren DO",Loren DeCarlo DO,,,Syn
RIGKAY,RIGKAY,,,Syn
TAYMA,TAYMA,,,Syn
"LAI,GARY",GARY LAI,,,Syn
MEZBA,MEZBA,,,Syn
CARDAA,CARDAA,,,Syn
THELA,THELA,,,Syn
CUTLC,CUTLC,,,Syn
JONJUS,JONJUS,,,Syn
BURVA,BURVA,,,Syn
"SHAPIRO,DR",DR SHAPIRO,,,Syn
RYANJOSE,RYANJOSE,,,Syn
STAR,STAR,,,Syn
HARCHA,HARCHA,,,Syn
BEDTA,BEDTA,,,Syn
SIMNU,SIMNU,,,Syn
BADESH,BADESH,,,Syn
KAT,KAT,,,Syn
"Bruer, Paul MD",Paul Bruer MD,,,Syn
KOTHM,KOTHM,,,Syn
FISS,FISS,,,Syn
SIMKA,SIMKA,,,Syn
MEHTLA,MEHTLA,,,Syn
DOZATRA,DOZATRA,,,Syn
LYLJO,LYLJO,,,Syn
FOOSMA,FOOSMA,,,Syn
CABRCE,CABRCE,,,Syn
DIEGTON,DIEGTON,,,Syn
KARNO,KARNO,,,Syn
ANDESE,ANDESE,,,Syn
BLALOC,BLALOC,,,Syn
LYN1184,LYN1184,,,Syn
MIKGL,MIKGL,,,Syn
MORRI,MORRI,,,Syn
.COLLIM,.COLLIM,,,Syn
KOLKE,KOLKE,,,Syn
PHY.HAKSO,PHY.HAKSO,,,Syn
KUMASH,KUMASH,,,Syn
ABRASB,ABRASB,,,Syn
BERFSMD,BERFSMD,,,Syn
LMOORE,LMOORE,,,Syn
"VALENICA,RAINILDA",RAINILDA VALENICA,,,Syn
PACHSA,PACHSA,,,Syn
ELKCA,ELKCA,,,Syn
LSOOD,LSOOD,,,Syn
.CAGLC,.CAGLC,,,Syn
HARPA,HARPA,,,Syn
GARDNERJAM,GARDNERJAM,,,Syn
AHMEUM,AHMEUM,,,Syn
EDWAB,EDWAB,,,Syn
SHOCJO,SHOCJO,,,Syn
FRESTO,FRESTO,,,Syn
RIVEELVIN,RIVEELVIN,,,Syn
ML92777,ML92777,,,Syn
FAM2385,FAM2385,,,Syn
DAVP,DAVP,,,Syn
RADDA,RADDA,,,Syn
*COLOJORG1,*COLOJORG1,,,Syn
ZINKB,ZINKB,,,Syn
VEREN,VEREN,,,Syn
PHY.THOPA,PHY.THOPA,,,Syn
SNICKISC,SNICKISC,,,Syn
RWATTS,RWATTS,,,Syn
MCOOKE,MCOOKE,,,Syn
"MISSION CITY,COMM HEALTH",COMM HEALTH MISSION CITY,,,Syn
SMITS,SMITS,,,Syn
THO1268,THO1268,,,Syn
*CRUZJOSER,*CRUZJOSER,,,Syn
LEHAB,LEHAB,,,Syn
SWASR,SWASR,,,Syn
BLOONA,BLOONA,,,Syn
GANMA,GANMA,,,Syn
SONGJ,SONGJ,,,Syn
SETKE,SETKE,,,Syn
"AGARWAL,VANDANA",VANDANA AGARWAL,,,Syn
SHAROG,SHAROG,,,Syn
WADEEL,WADEEL,,,Syn
HESRA,HESRA,,,Syn
ALBOV,ALBOV,,,Syn
BK91295,BK91295,,,Syn
WAY0002,WAY0002,,,Syn
COKORO,COKORO,,,Syn
"DAYANI,JILA",JILA DAYANI,,,Syn
SCHARRERA,SCHARRERA,,,Syn
SHARU,SHARU,,,Syn
ROMKA,ROMKA,,,Syn
.LONGT,.LONGT,,,Syn
GAISH,GAISH,,,Syn
RSESHAN,RSESHAN,,,Syn
MOOLA,MOOLA,,,Syn
ASKJA,ASKJA,,,Syn
YARBC,YARBC,,,Syn
SORTHSH,SORTHSH,,,Syn
ROSSTERI,ROSSTERI,,,Syn
MERRAY,MERRAY,,,Syn
TRAVDA,TRAVDA,,,Syn
JOHROB,JOHROB,,,Syn
LONGMITC,LONGMITC,,,Syn
HANDSA,HANDSA,,,Syn
ALEXJ,ALEXJ,,,Syn
PLAMI,PLAMI,,,Syn
LEVIHO,LEVIHO,,,Syn
STEW.21,STEW.21,,,Syn
HOWEPRES,HOWEPRES,,,Syn
TODDKI,TODDKI,,,Syn
MAHLA,MAHLA,,,Syn
BEAMLELA,BEAMLELA,,,Syn
THODE,THODE,,,Syn
MAXK,MAXK,,,Syn
ISACRON,ISACRON,,,Syn
KIMWI,KIMWI,,,Syn
SHTOEY,SHTOEY,,,Syn
BRUTA,BRUTA,,,Syn
PASSR,PASSR,,,Syn
LCPXY,LCPXY,,,Syn
FAD0001,FAD0001,,,Syn
SAWSA,SAWSA,,,Syn
BARBE,BARBE,,,Syn
LONRI,LONRI,,,Syn
HAYEL,HAYEL,,,Syn
AREGR,AREGR,,,Syn
REDDLOHI,REDDLOHI,,,Syn
CLEAN,CLEAN,,,Syn
*ROSAEDGAN,*ROSAEDGAN,,,Syn
PEEKI,PEEKI,,,Syn
POWSHI,POWSHI,,,Syn
JOYCJOH,JOYCJOH,,,Syn
MCCSE,MCCSE,,,Syn
JOLIVIERE,JOLIVIERE,,,Syn
GHERDEL,GHERDEL,,,Syn
"DR,LYN",LYN DR,,,Syn
TRAVISD,TRAVISD,,,Syn
GONLI,GONLI,,,Syn
"PHAM,MINO T",MINO T PHAM,,,Syn
STILST,STILST,,,Syn
CAR0035,CAR0035,,,Syn
WEFEMARK,WEFEMARK,,,Syn
PATEJMD1,PATEJMD1,,,Syn
THORWILL,THORWILL,,,Syn
SHARAK,SHARAK,,,Syn
CAYSA,CAYSA,,,Syn
SEECY,SEECY,,,Syn
"Lima, Shirley MD",Shirley Lima MD,,,Syn
OUTAN,OUTAN,,,Syn
MCKGR,MCKGR,,,Syn
RABEMARI,RABEMARI,,,Syn
GIDEONM,GIDEONM,,,Syn
PORAA,PORAA,,,Syn
WANKA,WANKA,,,Syn
COTJI,COTJI,,,Syn
BI0045,BI0045,,,Syn
KS8351,KS8351,,,Syn
CEN,CEN,,,Syn
*SANTMANUA,*SANTMANUA,,,Syn
WADIGU,WADIGU,,,Syn
UMAP,UMAP,,,Syn
ZAFMO,ZAFMO,,,Syn
COOPA,COOPA,,,Syn
ALBJU,ALBJU,,,Syn
KANJE,KANJE,,,Syn
BITZTRE,BITZTRE,,,Syn
JACSA,JACSA,,,Syn
RECTH,RECTH,,,Syn
LUNLEL,LUNLEL,,,Syn
"SALAMATI-POUR,SOHRAB",SOHRAB SALAMATI-POUR,,,Syn
KERMCH,KERMCH,,,Syn
PHY.DOARO,PHY.DOARO,,,Syn
SIEDA,SIEDA,,,Syn
ZAJU,ZAJU,,,Syn
HOLSE,HOLSE,,,Syn
SIMEU,SIMEU,,,Syn
FLOBRA,FLOBRA,,,Syn
GRIFFINPHO,GRIFFINPHO,,,Syn
PATDE,PATDE,,,Syn
SHAJI,SHAJI,,,Syn
NSELTZER,NSELTZER,,,Syn
TMEYER,TMEYER,,,Syn
AATP01,AATP01,,,Syn
SALAL,SALAL,,,Syn
KNIKE,KNIKE,,,Syn
CHEAL,CHEAL,,,Syn
MICCA,MICCA,,,Syn
DVO0050,DVO0050,,,Syn
WELCRI,WELCRI,,,Syn
DUNDA,DUNDA,,,Syn
MONBR,MONBR,,,Syn
FLACL,FLACL,,,Syn
CRAT,CRAT,,,Syn
GREGE1,GREGE1,,,Syn
MISHNA,MISHNA,,,Syn
HURSRO,HURSRO,,,Syn
PENAPA,PENAPA,,,Syn
MAYHO,MAYHO,,,Syn
SVEBE,SVEBE,,,Syn
JONTE,JONTE,,,Syn
COUER,COUER,,,Syn
MANDY,MANDY,,,Syn
KRAH01,KRAH01,,,Syn
DA0020,DA0020,,,Syn
TANGMI,TANGMI,,,Syn
PHI2803,PHI2803,,,Syn
SHODAV,SHODAV,,,Syn
MARTCE,MARTCE,,,Syn
"Kocur,Shirley J MD",Shirley J Kocur MD,,,Syn
MCEMI@NCOG,MCEMI@NCOG,,,Syn
.CRISS,.CRISS,,,Syn
"MERCY,PHYSICIANS MED GRP",PHYSICIANS MED GRP MERCY,,,Syn
KEECH,KEECH,,,Syn
PHA0051,PHA0051,,,Syn
ALEGEL,ALEGEL,,,Syn
STRJU,STRJU,,,Syn
"Heithoff,Steven J DO",Steven J Heithoff DO,,,Syn
ROBBCH,ROBBCH,,,Syn
THOMLE,THOMLE,,,Syn
LAWVI,LAWVI,,,Syn
BRI0012,BRI0012,,,Syn
GUPSH,GUPSH,,,Syn
KASJO,KASJO,,,Syn
BOXM,BOXM,,,Syn
MITSC@WAT,MITSC@WAT,,,Syn
MANGE,MANGE,,,Syn
SABMA,SABMA,,,Syn
GOYST,GOYST,,,Syn
DMCKIEVER,DMCKIEVER,,,Syn
LARAI91763,LARAI91763,,,Syn
HOUW,HOUW,,,Syn
KINSA,KINSA,,,Syn
ALENJ,ALENJ,,,Syn
BURNJ,BURNJ,,,Syn
BUCHBRE,BUCHBRE,,,Syn
EGHSA,EGHSA,,,Syn
"TILLIS,TOYA",TOYA TILLIS,,,Syn
PHY.ASHPA0,PHY.ASHPA0,,,Syn
JOHSC,JOHSC,,,Syn
MCGASH,MCGASH,,,Syn
DIAZLUIS,DIAZLUIS,,,Syn
OOKAFOR,OOKAFOR,,,Syn
RICDO,RICDO,,,Syn
HINMO,HINMO,,,Syn
KRUSSIN,KRUSSIN,,,Syn
MONKI,MONKI,,,Syn
SRISR,SRISR,,,Syn
WARKR,WARKR,,,Syn
WRIJO,WRIJO,,,Syn
FERCA,FERCA,,,Syn
EDWAJE,EDWAJE,,,Syn
GOGE,GOGE,,,Syn
KEMMRU,KEMMRU,,,Syn
MANCAN,MANCAN,,,Syn
HOLDENS,HOLDENS,,,Syn
RIE,RIE,,,Syn
GARZJO,GARZJO,,,Syn
OPAFI,OPAFI,,,Syn
CZADA,CZADA,,,Syn
PATIVI,PATIVI,,,Syn
MELSM,MELSM,,,Syn
KOZEJO,KOZEJO,,,Syn
GARCPEDRO,GARCPEDRO,,,Syn
AR0080,AR0080,,,Syn
MONMO,MONMO,,,Syn
QUALE,QUALE,,,Syn
BEACR,BEACR,,,Syn
LEWKI,LEWKI,,,Syn
AZEAB,AZEAB,,,Syn
BUDIA,BUDIA,,,Syn
MANTM,MANTM,,,Syn
CETKE,CETKE,,,Syn
"VALENCIA,DR",DR VALENCIA,,,Syn
WOOJO,WOOJO,,,Syn
VANS,VANS,,,Syn
LELUD,LELUD,,,Syn
ORGDA,ORGDA,,,Syn
MCCPA,MCCPA,,,Syn
MORE,MORE,,,Syn
DOOLST,DOOLST,,,Syn
RICJO,RICJO,,,Syn
SAIN,SAIN,,,Syn
GMBP01,GMBP01,,,Syn
PRIJA,PRIJA,,,Syn
KANEL,KANEL,,,Syn
RAYAM,RAYAM,,,Syn
NISAR,NISAR,,,Syn
RIVEAWIL,RIVEAWIL,,,Syn
99999,99999,,,Syn
KRODON,KRODON,,,Syn
NATASE,NATASE,,,Syn
MJONES3,MJONES3,,,Syn
RANGB,RANGB,,,Syn
KILLTH,KILLTH,,,Syn
GUHM,GUHM,,,Syn
CARCA,CARCA,,,Syn
BROOOL,BROOOL,,,Syn
FOREBE,FOREBE,,,Syn
LATSA,LATSA,,,Syn
"LE,MD",LE,,,Syn
MCDOCH,MCDOCH,,,Syn
AALAMAR,AALAMAR,,,Syn
BELLWILL,BELLWILL,,,Syn
HARDMIC,HARDMIC,,,Syn
HOUGJA,HOUGJA,,,Syn
MALRIA,MALRIA,,,Syn
SALPA,SALPA,,,Syn
HARJE,HARJE,,,Syn
CO0196,CO0196,,,Syn
SEMA,SEMA,,,Syn
MORTCL,MORTCL,,,Syn
GPOST,GPOST,,,Syn
RAYJO,RAYJO,,,Syn
SALVAGGIOB,SALVAGGIOB,,,Syn
MARDA3,MARDA3,,,Syn
SHACH,SHACH,,,Syn
WALA,WALA,,,Syn
SWEGR,SWEGR,,,Syn
.MICHA,.MICHA,,,Syn
